No.,Time,Source,Destination,Protocol,Length,Info,label
9313,87.107621,mars.octa.edu,FioImma.local,DNS,221,Standard query response 0xdee8 A settings-win.data.microsoft.com CNAME atm-settingsfe-prod-geo2.trafficmanager.net CNAME settings-prod-uks-1.uksouth.cloudapp.azure.com A 51.11.168.232,Other
9314,87.108225,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TCP,66,54874  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,TCP Traffic
9315,87.221026,onedscolprdcus00.centralus.cloudapp.azure.com,FioImma.local,TCP,66,"443  >  54873 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM",TCP Traffic
9316,87.221098,FioImma.local,onedscolprdcus00.centralus.cloudapp.azure.com,TCP,54,54873  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0,TCP Traffic
9317,87.22163,FioImma.local,onedscolprdcus00.centralus.cloudapp.azure.com,TLSv1.2,266,Client Hello (SNI=v10.events.data.microsoft.com),Other
9318,87.261575,settings-prod-uks-1.uksouth.cloudapp.azure.com,FioImma.local,TCP,66,"443  >  54874 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM",TCP Traffic
9319,87.261637,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TCP,54,54874  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0,TCP Traffic
9320,87.262358,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TLSv1.2,268,Client Hello (SNI=settings-win.data.microsoft.com),Other
9321,87.29041,FioImma.local,mdns.mcast.net,MDNS,85,"Standard query 0x0000 ANY FioImma._dosvc._tcp.local, ""QM"" question",Other
9322,87.290649,FioImma.local,ff02::fb,MDNS,105,"Standard query 0x0000 ANY FioImma._dosvc._tcp.local, ""QM"" question",Other
9323,87.415601,settings-prod-uks-1.uksouth.cloudapp.azure.com,FioImma.local,TCP,2974,443  >  54874 [ACK] Seq=1 Ack=215 Win=524288 Len=2920 [TCP PDU reassembled in 9324],TCP Traffic
9324,87.415601,settings-prod-uks-1.uksouth.cloudapp.azure.com,FioImma.local,TLSv1.2,892,"Server Hello, Certificate, Server Key Exchange, Server Hello Done",Other
9325,87.415652,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TCP,54,54874  >  443 [ACK] Seq=215 Ack=3759 Win=132352 Len=0,TCP Traffic
9326,87.427406,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",Other
9327,87.449148,FioImma.local,mars.octa.edu,DNS,74,Standard query 0x8e95 A ecs.office.com,Other
9328,87.474506,mars.octa.edu,FioImma.local,DNS,229,Standard query response 0x8e95 A ecs.office.com CNAME ecs.office.trafficmanager.net CNAME s-0005-office.config.skype.com CNAME ecs-office.s-0005.s-msedge.net CNAME s-0005.s-msedge.net A 52.113.194.132,Other
9329,87.474506,onedscolprdcus00.centralus.cloudapp.azure.com,FioImma.local,TCP,2974,443  >  54873 [ACK] Seq=1 Ack=213 Win=524288 Len=2920 [TCP PDU reassembled in 9330],TCP Traffic
9330,87.474506,onedscolprdcus00.centralus.cloudapp.azure.com,FioImma.local,TLSv1.2,1369,"Server Hello, Certificate, Server Key Exchange, Server Hello Done",Other
9331,87.474587,FioImma.local,onedscolprdcus00.centralus.cloudapp.azure.com,TCP,54,54873  >  443 [ACK] Seq=213 Ack=4236 Win=132352 Len=0,TCP Traffic
9332,87.477789,FioImma.local,s-0005.s-msedge.net,TCP,66,54875  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,TCP Traffic
9333,87.479246,FioImma.local,onedscolprdcus00.centralus.cloudapp.azure.com,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",Other
9334,87.49183,FioImma.local,www.googleadservices.com,TCP,55,[TCP Keep-Alive] 54851  >  443 [ACK] Seq=5443 Ack=6776 Win=129792 Len=1,TCP Traffic
9335,87.501322,www.googleadservices.com,FioImma.local,TCP,66,[TCP Keep-Alive ACK] 443  >  54851 [ACK] Seq=6776 Ack=5444 Win=82688 Len=0 SLE=5443 SRE=5444,TCP Traffic
9336,87.510312,s-0005.s-msedge.net,FioImma.local,TCP,66,"443  >  54875 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM",TCP Traffic
9337,87.510418,FioImma.local,s-0005.s-msedge.net,TCP,54,54875  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0,TCP Traffic
9338,87.511396,FioImma.local,s-0005.s-msedge.net,TLSv1.2,233,Client Hello (SNI=ecs.office.com),Other
9339,87.54606,s-0005.s-msedge.net,FioImma.local,TCP,60,443  >  54875 [ACK] Seq=1 Ack=180 Win=524288 Len=0,TCP Traffic
9340,87.54606,s-0005.s-msedge.net,FioImma.local,TCP,1514,443  >  54875 [ACK] Seq=1 Ack=180 Win=524288 Len=1460 [TCP PDU reassembled in 9342],TCP Traffic
9341,87.548331,s-0005.s-msedge.net,FioImma.local,TCP,4434,443  >  54875 [ACK] Seq=1461 Ack=180 Win=524288 Len=4380 [TCP PDU reassembled in 9342],TCP Traffic
9342,87.548331,s-0005.s-msedge.net,FioImma.local,TLSv1.2,177,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done",Other
9343,87.548406,FioImma.local,s-0005.s-msedge.net,TCP,54,54875  >  443 [ACK] Seq=180 Ack=5964 Win=132352 Len=0,TCP Traffic
9344,87.553399,FioImma.local,s-0005.s-msedge.net,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",Other
9345,87.557129,FioImma.local,mdns.mcast.net,MDNS,267,"Standard query response 0x0000 PTR, cache flush FioImma._dosvc._tcp.local SRV, cache flush 0 0 7680 FioImma.local TXT, cache flush A, cache flush 192.168.1.40 AAAA, cache flush fe80::c415:94c3:1d48:23e6",Other
9346,87.557487,FioImma.local,ff02::fb,MDNS,287,"Standard query response 0x0000 PTR, cache flush FioImma._dosvc._tcp.local SRV, cache flush 0 0 7680 FioImma.local TXT, cache flush A, cache flush 192.168.1.40 AAAA, cache flush fe80::c415:94c3:1d48:23e6",Other
9347,87.557755,FioImma.local,mdns.mcast.net,MDNS,211,"Standard query response 0x0000 SRV, cache flush 0 0 7680 FioImma.local TXT, cache flush A, cache flush 192.168.1.40 AAAA, cache flush fe80::c415:94c3:1d48:23e6",Other
9348,87.557981,FioImma.local,ff02::fb,MDNS,231,"Standard query response 0x0000 SRV, cache flush 0 0 7680 FioImma.local TXT, cache flush A, cache flush 192.168.1.40 AAAA, cache flush fe80::c415:94c3:1d48:23e6",Other
9349,87.581617,settings-prod-uks-1.uksouth.cloudapp.azure.com,FioImma.local,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",Other
9350,87.581617,settings-prod-uks-1.uksouth.cloudapp.azure.com,FioImma.local,TLSv1.2,123,Application Data,Other
9351,87.58167,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TCP,54,54874  >  443 [ACK] Seq=373 Ack=3879 Win=132352 Len=0,TCP Traffic
9352,87.585238,s-0005.s-msedge.net,FioImma.local,TCP,60,443  >  54875 [ACK] Seq=5964 Ack=338 Win=524288 Len=0,TCP Traffic
9353,87.585238,s-0005.s-msedge.net,FioImma.local,TLSv1.2,396,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",Other
9354,87.587301,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TLSv1.2,141,Application Data,Other
9355,87.587375,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TCP,1494,54874  >  443 [ACK] Seq=460 Ack=3879 Win=132352 Len=1440 [TCP PDU reassembled in 9357],TCP Traffic
9356,87.587375,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TCP,1494,54874  >  443 [ACK] Seq=1900 Ack=3879 Win=132352 Len=1440 [TCP PDU reassembled in 9357],TCP Traffic
9357,87.587375,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TLSv1.2,293,Application Data,Other
9358,87.587438,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TLSv1.2,92,Application Data,Other
9359,87.595955,FioImma.local,s-0005.s-msedge.net,TLSv1.2,1468,Application Data,Other
9360,87.626071,s-0005.s-msedge.net,FioImma.local,TCP,60,443  >  54875 [ACK] Seq=6306 Ack=1752 Win=524288 Len=0,TCP Traffic
9361,87.655434,FioImma.local,s-0005.s-msedge.net,TCP,66,54878  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,TCP Traffic
9362,87.679633,FioImma.local,pagead2.googlesyndication.com,TCP,55,[TCP Keep-Alive] 54840  >  443 [ACK] Seq=3914 Ack=8078 Win=130304 Len=1,TCP Traffic
9363,87.686874,FioImma.local,mars.octa.edu,DNS,92,Standard query 0xbae6 A mobile.events.data.microsoft.com,Other
9364,87.691294,s-0005.s-msedge.net,FioImma.local,TCP,66,"443  >  54878 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM",TCP Traffic
9365,87.691294,pagead2.googlesyndication.com,FioImma.local,TCP,66,[TCP Keep-Alive ACK] 443  >  54840 [ACK] Seq=8078 Ack=3915 Win=77056 Len=0 SLE=3914 SRE=3915,TCP Traffic
9366,87.691373,FioImma.local,s-0005.s-msedge.net,TCP,54,54878  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0,TCP Traffic
9367,87.69367,FioImma.local,s-0005.s-msedge.net,TLSv1.2,233,Client Hello (SNI=ecs.office.com),Other
9368,87.725081,FioImma.local,diamond.octa.edu,DNS,92,Standard query 0xbae6 A mobile.events.data.microsoft.com,Other
9369,87.738624,mars.octa.edu,FioImma.local,DNS,212,Standard query response 0xbae6 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus03.westus.cloudapp.azure.com A 20.189.173.4,Other
9370,87.738624,s-0005.s-msedge.net,FioImma.local,TCP,60,443  >  54878 [ACK] Seq=1 Ack=180 Win=524288 Len=0,TCP Traffic
9371,87.738624,onedscolprdcus00.centralus.cloudapp.azure.com,FioImma.local,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",Other
9372,87.738624,s-0005.s-msedge.net,FioImma.local,TCP,5894,443  >  54878 [ACK] Seq=1 Ack=180 Win=524288 Len=5840 [TCP PDU reassembled in 9374],TCP Traffic
9373,87.738624,onedscolprdcus00.centralus.cloudapp.azure.com,FioImma.local,TLSv1.2,123,Application Data,Other
9374,87.738624,s-0005.s-msedge.net,FioImma.local,TLSv1.2,177,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done",Other
9375,87.738624,settings-prod-uks-1.uksouth.cloudapp.azure.com,FioImma.local,TLSv1.2,92,Application Data,Other
9376,87.738624,settings-prod-uks-1.uksouth.cloudapp.azure.com,FioImma.local,TCP,60,443  >  54874 [ACK] Seq=3917 Ack=3579 Win=524288 Len=0,TCP Traffic
9377,87.738624,settings-prod-uks-1.uksouth.cloudapp.azure.com,FioImma.local,TCP,60,443  >  54874 [ACK] Seq=3917 Ack=3617 Win=524288 Len=0,TCP Traffic
9378,87.738737,FioImma.local,s-0005.s-msedge.net,TCP,54,54878  >  443 [ACK] Seq=180 Ack=5964 Win=132352 Len=0,TCP Traffic
9379,87.738752,FioImma.local,onedscolprdcus00.centralus.cloudapp.azure.com,TCP,54,54873  >  443 [ACK] Seq=371 Ack=4356 Win=132352 Len=0,TCP Traffic
9380,87.739506,FioImma.local,onedscolprdwus03.westus.cloudapp.azure.com,TCP,66,54881  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM,TCP Traffic
9381,87.742279,FioImma.local,s-0005.s-msedge.net,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",Other
9382,87.7454,FioImma.local,onedscolprdcus00.centralus.cloudapp.azure.com,TLSv1.2,141,Application Data,Other
9383,87.74552,FioImma.local,onedscolprdcus00.centralus.cloudapp.azure.com,TLSv1.2,1169,Application Data,Other
9384,87.74567,FioImma.local,onedscolprdcus00.centralus.cloudapp.azure.com,TLSv1.2,92,Application Data,Other
9385,87.745777,FioImma.local,onedscolprdcus00.centralus.cloudapp.azure.com,TLSv1.2,1224,Application Data,Other
9386,87.768092,s-0005.s-msedge.net,FioImma.local,TLSv1.2,897,Application Data,Other
9387,87.774156,s-0005.s-msedge.net,FioImma.local,TCP,60,443  >  54878 [ACK] Seq=5964 Ack=338 Win=524288 Len=0,TCP Traffic
9388,87.774156,s-0005.s-msedge.net,FioImma.local,TLSv1.2,396,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",Other
9389,87.785685,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TCP,54,54874  >  443 [ACK] Seq=3617 Ack=3917 Win=132096 Len=0,TCP Traffic
9390,87.787076,FioImma.local,s-0005.s-msedge.net,TLSv1.2,1468,Application Data,Other
9391,87.815863,FioImma.local,s-0005.s-msedge.net,TCP,54,54875  >  443 [ACK] Seq=1752 Ack=7149 Win=131072 Len=0,TCP Traffic
9392,87.820227,s-0005.s-msedge.net,FioImma.local,TCP,60,443  >  54878 [ACK] Seq=6306 Ack=1752 Win=524288 Len=0,TCP Traffic
9393,87.844099,s-0005.s-msedge.net,FioImma.local,TLSv1.2,897,Application Data,Other
9394,87.87084,FioImma.local,mars.octa.edu,DNS,76,Standard query 0x1af1 A aus5.mozilla.org,Other
9395,87.892676,FioImma.local,s-0005.s-msedge.net,TCP,54,54878  >  443 [ACK] Seq=1752 Ack=7149 Win=131072 Len=0,TCP Traffic
9396,87.904965,mars.octa.edu,FioImma.local,DNS,194,Standard query response 0x1af1 A aus5.mozilla.org CNAME balrog-aus5.r53-2.services.mozilla.com CNAME prod.balrog.prod.cloudops.mozgcp.net A 35.244.181.201,Other
9397,87.90671,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TCP,66,54884  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,TCP Traffic
9398,87.906841,FioImma.local,mars.octa.edu,DNS,96,Standard query 0x45ff A prod.balrog.prod.cloudops.mozgcp.net,Other
9399,87.933695,mars.octa.edu,FioImma.local,DNS,112,Standard query response 0x45ff A prod.balrog.prod.cloudops.mozgcp.net A 35.244.181.201,Other
9400,87.933695,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TCP,66,"443  >  54884 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256",TCP Traffic
9401,87.93378,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TCP,54,54884  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0,TCP Traffic
9402,87.934073,FioImma.local,mars.octa.edu,DNS,96,Standard query 0x1916 AAAA prod.balrog.prod.cloudops.mozgcp.net,Other
9403,87.936184,settings-prod-uks-1.uksouth.cloudapp.azure.com,FioImma.local,TLSv1.2,414,Application Data,Other
9404,87.939589,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TCP,1494,54874  >  443 [ACK] Seq=3617 Ack=4277 Win=131840 Len=1440 [TCP PDU reassembled in 9406],TCP Traffic
9405,87.939589,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TCP,1494,54874  >  443 [ACK] Seq=5057 Ack=4277 Win=131840 Len=1440 [TCP PDU reassembled in 9406],TCP Traffic
9406,87.939589,FioImma.local,settings-prod-uks-1.uksouth.cloudapp.azure.com,TLSv1.2,290,Application Data,Other
9407,87.954534,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TLSv1.2,251,Client Hello (SNI=aus5.mozilla.org),Other
9408,87.95838,mars.octa.edu,FioImma.local,DNS,189,Standard query response 0x1916 AAAA prod.balrog.prod.cloudops.mozgcp.net SOA ns-cloud-d1.googledomains.com,Other
9409,87.966505,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TCP,60,443  >  54884 [ACK] Seq=1 Ack=198 Win=66816 Len=0,TCP Traffic
9410,87.969765,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TLSv1.2,2878,Server Hello,Other
9411,87.969765,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TLSv1.2,649,"Certificate, Server Key Exchange, Server Hello Done",Other
9412,87.969804,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TCP,54,54884  >  443 [ACK] Seq=198 Ack=3420 Win=131072 Len=0,TCP Traffic
9413,87.971357,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TLSv1.2,147,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",Other
9414,87.973576,FioImma.local,mars.octa.edu,DNS,77,Standard query 0x153b A ocsp.digicert.com,Other
9415,87.976358,mars.octa.edu,FioImma.local,DNS,182,Standard query response 0x153b A ocsp.digicert.com CNAME ocsp.edge.digicert.com CNAME fp2e7a.wpc.2be4.phicdn.net CNAME fp2e7a.wpc.phicdn.net A 152.195.38.76,Other
9416,87.976864,FioImma.local,fp2e7a.wpc.phicdn.net,TCP,66,54887  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,TCP Traffic
9417,87.977015,FioImma.local,mars.octa.edu,DNS,81,Standard query 0x46bd A fp2e7a.wpc.phicdn.net,Other
9418,87.981257,FioImma.local,mars.octa.edu,DNS,90,Standard query 0xb0c4 HTTPS incoming.telemetry.mozilla.org,Other
9419,87.981474,FioImma.local,mars.octa.edu,DNS,90,Standard query 0x88f9 A incoming.telemetry.mozilla.org,Other
9420,87.982521,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TCP,66,54888  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,TCP Traffic
9421,88.000262,mars.octa.edu,FioImma.local,DNS,97,Standard query response 0x46bd A fp2e7a.wpc.phicdn.net A 152.195.38.76,Other
9422,88.000262,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TLSv1.2,349,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",Other
9423,88.000262,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TLSv1.2,123,Application Data,Other
9424,88.000262,fp2e7a.wpc.phicdn.net,FioImma.local,TCP,66,"80  >  54887 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512",TCP Traffic
9425,88.000262,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TCP,66,"443  >  54888 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256",TCP Traffic
9426,88.000262,onedscolprdcus00.centralus.cloudapp.azure.com,FioImma.local,TLSv1.2,92,Application Data,Other
9427,88.000262,onedscolprdcus00.centralus.cloudapp.azure.com,FioImma.local,TCP,60,443  >  54873 [ACK] Seq=4394 Ack=1573 Win=524288 Len=0,TCP Traffic
9428,88.000262,onedscolprdcus00.centralus.cloudapp.azure.com,FioImma.local,TCP,60,443  >  54873 [ACK] Seq=4394 Ack=1611 Win=524288 Len=0,TCP Traffic
9429,88.000262,mars.octa.edu,FioImma.local,DNS,165,Standard query response 0x88f9 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123,Other
9430,88.000262,mars.octa.edu,FioImma.local,DNS,228,Standard query response 0xb0c4 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org,Other
9431,88.000435,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TCP,54,54884  >  443 [ACK] Seq=291 Ack=3784 Win=130816 Len=0,TCP Traffic
9432,88.000477,FioImma.local,fp2e7a.wpc.phicdn.net,TCP,54,54887  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0,TCP Traffic
9433,88.000482,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TCP,54,54888  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0,TCP Traffic
9434,88.000701,FioImma.local,fp2e7a.wpc.phicdn.net,OCSP,495,Request,Other
9435,88.000829,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TLSv1.2,251,Client Hello (SNI=aus5.mozilla.org),Other
9436,88.000873,FioImma.local,mars.octa.edu,DNS,81,Standard query 0x074a AAAA fp2e7a.wpc.phicdn.net,Other
9437,88.00137,FioImma.local,telemetry-incoming.r53-2.services.mozilla.com,TCP,66,54889  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,TCP Traffic
9438,88.001388,FioImma.local,mars.octa.edu,DNS,105,Standard query 0xcdbf A telemetry-incoming.r53-2.services.mozilla.com,Other
9439,88.001501,FioImma.local,telemetry-incoming.r53-2.services.mozilla.com,TCP,66,54890  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,TCP Traffic
9440,88.026501,mars.octa.edu,FioImma.local,DNS,109,Standard query response 0x074a AAAA fp2e7a.wpc.phicdn.net AAAA 2606:2800:247:57cb:4371:48bc:8b00:14c3,Other
9441,88.026501,mars.octa.edu,FioImma.local,DNS,121,Standard query response 0xcdbf A telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123,Other
9442,88.026501,telemetry-incoming.r53-2.services.mozilla.com,FioImma.local,TCP,66,"443  >  54890 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256",TCP Traffic
9443,88.026501,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TCP,60,443  >  54888 [ACK] Seq=1 Ack=198 Win=66816 Len=0,TCP Traffic
9444,88.026501,fp2e7a.wpc.phicdn.net,FioImma.local,TCP,60,80  >  54887 [ACK] Seq=1 Ack=442 Win=67072 Len=0,TCP Traffic
9445,88.026501,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TLSv1.2,2878,Server Hello,Other
9446,88.026501,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TLSv1.2,649,"Certificate, Server Key Exchange, Server Hello Done",Other
9447,88.026501,fp2e7a.wpc.phicdn.net,FioImma.local,OCSP,791,Response,Other
9448,88.026701,FioImma.local,telemetry-incoming.r53-2.services.mozilla.com,TCP,54,54890  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0,TCP Traffic
9449,88.026739,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TCP,54,54888  >  443 [ACK] Seq=198 Ack=3420 Win=131072 Len=0,TCP Traffic
9450,88.027118,FioImma.local,mars.octa.edu,DNS,105,Standard query 0xc909 AAAA telemetry-incoming.r53-2.services.mozilla.com,Other
9451,88.030207,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TLSv1.2,231,Application Data,Other
9452,88.030236,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TLSv1.2,397,Application Data,Other
9453,88.030315,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TLSv1.2,92,Application Data,Other
9454,88.031396,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TLSv1.2,147,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",Other
9455,88.032951,FioImma.local,telemetry-incoming.r53-2.services.mozilla.com,TLSv1.3,732,Client Hello (SNI=incoming.telemetry.mozilla.org),Other
9456,88.049125,FioImma.local,fp2e7a.wpc.phicdn.net,TCP,66,54891  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,TCP Traffic
9457,88.050528,mars.octa.edu,FioImma.local,DNS,187,Standard query response 0xc909 AAAA telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org,Other
9458,88.050528,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TLSv1.2,92,Application Data,Other
9459,88.050528,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TCP,60,443  >  54884 [ACK] Seq=3822 Ack=849 Win=68864 Len=0,TCP Traffic
9460,88.050528,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TLSv1.2,349,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",Other
9461,88.050528,prod.balrog.prod.cloudops.mozgcp.net,FioImma.local,TLSv1.2,123,Application Data,Other
9462,88.050528,telemetry-incoming.r53-2.services.mozilla.com,FioImma.local,TCP,60,443  >  54890 [ACK] Seq=1 Ack=679 Win=67072 Len=0,TCP Traffic
9463,88.050528,telemetry-incoming.r53-2.services.mozilla.com,FioImma.local,TLSv1.3,2878,"Server Hello, Change Cipher Spec",Other
9464,88.050528,telemetry-incoming.r53-2.services.mozilla.com,FioImma.local,TLSv1.3,742,Application Data,Other
9465,88.050623,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TCP,54,54888  >  443 [ACK] Seq=291 Ack=3784 Win=130816 Len=0,TCP Traffic
9466,88.05064,FioImma.local,telemetry-incoming.r53-2.services.mozilla.com,TCP,54,54890  >  443 [ACK] Seq=679 Ack=3513 Win=131072 Len=0,TCP Traffic
9467,88.053272,FioImma.local,fp2e7a.wpc.phicdn.net,TCP,66,54892  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,TCP Traffic
9468,88.057861,FioImma.local,onedscolprdcus00.centralus.cloudapp.azure.com,TCP,54,54873  >  443 [ACK] Seq=2781 Ack=4394 Win=132096 Len=0,TCP Traffic
9469,88.061014,fp2e7a.wpc.phicdn.net,FioImma.local,TCP,66,"80  >  54891 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512",TCP Traffic
9470,88.061085,FioImma.local,fp2e7a.wpc.phicdn.net,TCP,54,54891  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0,TCP Traffic
9471,88.061245,FioImma.local,fp2e7a.wpc.phicdn.net,OCSP,495,Request,Other
9472,88.063421,fp2e7a.wpc.phicdn.net,FioImma.local,TCP,66,"80  >  54892 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512",TCP Traffic
9473,88.063448,FioImma.local,fp2e7a.wpc.phicdn.net,TCP,54,54892  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0,TCP Traffic
9474,88.063619,FioImma.local,fp2e7a.wpc.phicdn.net,OCSP,495,Request,Other
9475,88.071875,fp2e7a.wpc.phicdn.net,FioImma.local,TCP,60,80  >  54891 [ACK] Seq=1 Ack=442 Win=67072 Len=0,TCP Traffic
9476,88.074119,fp2e7a.wpc.phicdn.net,FioImma.local,OCSP,791,Response,Other
9477,88.074119,fp2e7a.wpc.phicdn.net,FioImma.local,TCP,60,80  >  54892 [ACK] Seq=1 Ack=442 Win=67072 Len=0,TCP Traffic
9478,88.076178,fp2e7a.wpc.phicdn.net,FioImma.local,OCSP,791,Response,Other
9479,88.076247,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TLSv1.2,231,Application Data,Other
9480,88.076268,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TLSv1.2,397,Application Data,Other
9481,88.076358,FioImma.local,prod.balrog.prod.cloudops.mozgcp.net,TLSv1.2,92,Application Data,Other
9482,88.076575,FioImma.local,telemetry-incoming.r53-2.services.mozilla.com,TLSv1.3,118,"Change Cipher Spec, Application Data",Other
9483,88.076852,FioImma.local,telemetry-incoming.r53-2.services.mozilla.com,TLSv1.3,224,Application Data,Other
9484,88.076869,FioImma.local,telemetry-incoming.r53-2.services.mozilla.com,TLSv1.3,485,Application Data,Other
