"No.","Time","Source","Destination","Protocol","Length","Info"
"1849","37.408642","tpc.googlesyndication.com","FioImma.local","TLSv1.3","582","Application Data"
"1850","37.408642","tpc.googlesyndication.com","FioImma.local","TLSv1.3","7114","Application Data, Application Data, Application Data, Application Data, Application Data"
"1851","37.408692","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=10074 Win=131072 Len=0"
"1852","37.408846","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1853","37.408868","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=11486 Win=131072 Len=0"
"1854","37.411054","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1855","37.411054","tpc.googlesyndication.com","FioImma.local","TCP","54","443  >  54832 [ACK] Seq=1 Ack=2234 Win=71424 Len=0"
"1856","37.411054","tpc.googlesyndication.com","FioImma.local","TLSv1.3","4290","Application Data, Application Data, Application Data"
"1857","37.411054","waws-prod-blu-171.eastus.cloudapp.azure.com","FioImma.local","TLSv1.3","310","Application Data"
"1858","37.411097","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=17134 Win=131072 Len=0"
"1859","37.411290","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1860","37.411290","tpc.googlesyndication.com","FioImma.local","TLSv1.3","2878","Application Data, Application Data"
"1861","37.411290","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1862","37.411290","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1863","37.411319","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=24194 Win=131072 Len=0"
"1864","37.411586","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1865","37.411599","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=25606 Win=131072 Len=0"
"1866","37.411612","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1867","37.411620","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=27018 Win=131072 Len=0"
"1868","37.414036","www.googleadservices.com","FioImma.local","TCP","60","443  >  54837 [ACK] Seq=1 Ack=1413 Win=68608 Len=0"
"1869","37.414036","www.googleadservices.com","FioImma.local","TCP","60","443  >  54837 [ACK] Seq=1 Ack=2295 Win=71424 Len=0"
"1870","37.415741","tpc.googlesyndication.com","FioImma.local","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"1871","37.415780","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=32666 Win=131072 Len=0"
"1872","37.424240","tpc.googlesyndication.com","FioImma.local","TLSv1.3","45238","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1873","37.424316","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=77850 Win=131072 Len=0"
"1874","37.425338","tpc.googlesyndication.com","FioImma.local","TLSv1.3","7114","Application Data, Application Data, Application Data, Application Data, Application Data"
"1875","37.425358","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=84910 Win=131072 Len=0"
"1876","37.425379","tpc.googlesyndication.com","FioImma.local","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"1877","37.425390","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=90558 Win=131072 Len=0"
"1878","37.431936","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1879","37.432048","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=91970 Win=131072 Len=0"
"1880","37.432728","tpc.googlesyndication.com","FioImma.local","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"1881","37.432767","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=97618 Win=131072 Len=0"
"1882","37.432801","tpc.googlesyndication.com","FioImma.local","TLSv1.3","7114","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1883","37.432812","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=104678 Win=131072 Len=0"
"1884","37.432906","tpc.googlesyndication.com","FioImma.local","TLSv1.3","4290","Application Data, Application Data, Application Data"
"1885","37.432961","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=108914 Win=131072 Len=0"
"1886","37.433021","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1887","37.435227","tpc.googlesyndication.com","FioImma.local","TLSv1.3","9938","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1888","37.435258","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=120210 Win=131072 Len=0"
"1889","37.435294","tpc.googlesyndication.com","FioImma.local","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"1890","37.435311","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=125858 Win=131072 Len=0"
"1891","37.435365","tpc.googlesyndication.com","FioImma.local","TLSv1.3","2878","Application Data, Application Data"
"1892","37.435377","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=128682 Win=131072 Len=0"
"1893","37.435466","tpc.googlesyndication.com","FioImma.local","TLSv1.3","4290","Application Data, Application Data, Application Data"
"1894","37.435480","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=132918 Win=131072 Len=0"
"1895","37.436481","tpc.googlesyndication.com","FioImma.local","TLSv1.3","8526","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1896","37.436528","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=141390 Win=131072 Len=0"
"1897","37.436571","tpc.googlesyndication.com","FioImma.local","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"1898","37.436585","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=147038 Win=131072 Len=0"
"1899","37.436617","tpc.googlesyndication.com","FioImma.local","TLSv1.3","4290","Application Data, Application Data, Application Data"
"1900","37.436628","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=151274 Win=131072 Len=0"
"1901","37.436774","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1902","37.436916","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1903","37.436925","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=154098 Win=131072 Len=0"
"1904","37.436939","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1905","37.437790","tpc.googlesyndication.com","FioImma.local","TLSv1.3","4290","Application Data, Application Data, Application Data"
"1906","37.437790","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"1907","37.437823","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=159746 Win=131072 Len=0"
"1908","37.438134","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1909","37.438145","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1910","37.438152","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=162570 Win=131072 Len=0"
"1911","37.438164","tpc.googlesyndication.com","FioImma.local","TCP","1466","443  >  54836 [PSH, ACK] Seq=1413 Ack=1800 Win=71424 Len=1412 [TCP PDU reassembled in 1921]"
"1912","37.438175","FioImma.local","tpc.googlesyndication.com","TCP","54","54836  >  443 [ACK] Seq=1800 Ack=2825 Win=131072 Len=0"
"1913","37.438186","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1914","37.438199","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1915","37.438206","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=165394 Win=131072 Len=0"
"1916","37.438217","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1917","37.438226","tpc.googlesyndication.com","FioImma.local","TCP","1466","443  >  54836 [ACK] Seq=2825 Ack=1800 Win=71424 Len=1412 [TCP PDU reassembled in 1921]"
"1918","37.438233","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1919","37.438242","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=168218 Win=131072 Len=0"
"1920","37.438253","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1921","37.438309","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1202","Application Data"
"1922","37.438318","FioImma.local","tpc.googlesyndication.com","TCP","54","54836  >  443 [ACK] Seq=1800 Ack=5385 Win=131072 Len=0"
"1923","37.438329","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1924","37.438358","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=171042 Win=131072 Len=0"
"1925","37.438382","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1926","37.439155","tpc.googlesyndication.com","FioImma.local","TLSv1.3","4290","Application Data, Application Data, Application Data, Application Data, Application Data"
"1927","37.439174","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=176690 Win=131072 Len=0"
"1928","37.439221","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"1929","37.439221","tpc.googlesyndication.com","FioImma.local","TLSv1.3","116","Application Data"
"1930","37.439221","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1931","37.439221","tpc.googlesyndication.com","FioImma.local","TCP","54","443  >  54832 [FIN, ACK] Seq=1475 Ack=2234 Win=71424 Len=0"
"1932","37.439221","tpc.googlesyndication.com","FioImma.local","TLSv1.3","2878","Application Data, Application Data"
"1933","37.439261","FioImma.local","tpc.googlesyndication.com","TCP","54","54832  >  443 [RST, ACK] Seq=2234 Ack=1413 Win=0 Len=0"
"1934","37.439306","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=180926 Win=131072 Len=0"
"1935","37.439331","tpc.googlesyndication.com","FioImma.local","TLSv1.3","4290","Application Data, Application Data, Application Data"
"1936","37.439340","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=185162 Win=131072 Len=0"
"1937","37.439359","tpc.googlesyndication.com","FioImma.local","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"1938","37.439370","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3056 Ack=190810 Win=131072 Len=0"
"1939","37.439380","FioImma.local","tpc.googlesyndication.com","TLSv1.3","93","Application Data"
"1940","37.441259","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1941","37.441259","tpc.googlesyndication.com","FioImma.local","TLSv1.3","15586","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1942","37.441259","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1943","37.441259","tpc.googlesyndication.com","FioImma.local","TLSv1.3","4290","Application Data, Application Data, Application Data"
"1944","37.441316","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3095 Ack=213402 Win=262400 Len=0"
"1945","37.442237","FioImma.local","tpc.googlesyndication.com","TLSv1.3","128","Change Cipher Spec, Application Data"
"1946","37.442382","tpc.googlesyndication.com","FioImma.local","TLSv1.3","2878","Application Data, Application Data"
"1947","37.442404","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3095 Ack=216226 Win=262400 Len=0"
"1948","37.442653","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1949","37.442653","tpc.googlesyndication.com","FioImma.local","TLSv1.3","2878","Application Data, Application Data"
"1950","37.442653","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1951","37.442653","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1952","37.442653","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1953","37.442653","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1954","37.442653","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1955","37.442653","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1956","37.442687","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3095 Ack=228934 Win=262400 Len=0"
"1957","37.442709","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Application Data"
"1958","37.442709","tpc.googlesyndication.com","FioImma.local","TLSv1.3","218","Application Data"
"1959","37.442717","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3095 Ack=230510 Win=262400 Len=0"
"1960","37.444708","www.googleadservices.com","FioImma.local","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"1961","37.446655","www.googleadservices.com","FioImma.local","TLSv1.3","115","Application Data"
"1962","37.446677","FioImma.local","www.googleadservices.com","TCP","54","54837  >  443 [ACK] Seq=2295 Ack=1474 Win=131072 Len=0"
"1963","37.451736","FioImma.local","www.googleadservices.com","TLSv1.3","128","Change Cipher Spec, Application Data"
"1964","37.452031","FioImma.local","www.googleadservices.com","TLSv1.3","146","Application Data"
"1965","37.452202","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1034","Application Data, Application Data"
"1966","37.452619","FioImma.local","www.googleadservices.com","TLSv1.3","826","Application Data"
"1967","37.453843","tpc.googlesyndication.com","FioImma.local","TCP","60","443  >  54835 [ACK] Seq=230510 Ack=3095 Win=74240 Len=0"
"1968","37.458050","FioImma.local","waws-prod-blu-171.eastus.cloudapp.azure.com","TCP","54","54824  >  443 [ACK] Seq=3170 Ack=4360 Win=131840 Len=0"
"1969","37.461386","www.googleadservices.com","FioImma.local","TLSv1.3","1032","Application Data, Application Data"
"1970","37.461386","www.googleadservices.com","FioImma.local","TLSv1.3","85","Application Data"
"1971","37.461415","FioImma.local","www.googleadservices.com","TCP","54","54837  >  443 [ACK] Seq=3233 Ack=2483 Win=130304 Len=0"
"1972","37.461568","FioImma.local","www.googleadservices.com","TLSv1.3","85","Application Data"
"1973","37.465645","www.googleadservices.com","FioImma.local","TCP","60","443  >  54837 [ACK] Seq=2483 Ack=3233 Win=74240 Len=0"
"1974","37.469737","www.googleadservices.com","FioImma.local","TCP","60","443  >  54837 [ACK] Seq=2483 Ack=3264 Win=74240 Len=0"
"1975","37.472095","192.168.1.1","all-systems.mcast.net","IGMPv3","50","Membership Query, general"
"1976","37.477055","FioImma.local","securepubads.g.doubleclick.net","TCP","66","54838  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1977","37.488505","securepubads.g.doubleclick.net","FioImma.local","TCP","66","443  >  54838 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1978","37.488619","FioImma.local","securepubads.g.doubleclick.net","TCP","54","54838  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1979","37.490406","FioImma.local","securepubads.g.doubleclick.net","TCP","1466","54838  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=1412 [TCP PDU reassembled in 1980]"
"1980","37.490406","FioImma.local","securepubads.g.doubleclick.net","TLSv1.3","948","Client Hello (SNI=securepubads.g.doubleclick.net)"
"1981","37.497293","www.googleadservices.com","FioImma.local","TLSv1.3","438","Application Data"
"1982","37.497809","FioImma.local","www.googleadservices.com","TLSv1.3","93","Application Data"
"1983","37.498535","FioImma.local","tpc.googlesyndication.com","TCP","54","54836  >  443 [ACK] Seq=1874 Ack=6365 Win=130304 Len=0"
"1984","37.500083","securepubads.g.doubleclick.net","FioImma.local","TCP","60","443  >  54838 [ACK] Seq=1 Ack=1413 Win=68608 Len=0"
"1985","37.500083","securepubads.g.doubleclick.net","FioImma.local","TCP","60","443  >  54838 [ACK] Seq=1 Ack=2307 Win=71424 Len=0"
"1986","37.509841","FioImma.local","www.googleadservices.com","TLSv1.3","260","Application Data"
"1987","37.510544","www.googleadservices.com","FioImma.local","TCP","60","443  >  54837 [ACK] Seq=2867 Ack=3303 Win=74240 Len=0"
"1988","37.522559","www.googleadservices.com","FioImma.local","TCP","60","443  >  54837 [ACK] Seq=2867 Ack=3509 Win=77056 Len=0"
"1989","37.535143","securepubads.g.doubleclick.net","FioImma.local","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"1990","37.535143","securepubads.g.doubleclick.net","FioImma.local","TLSv1.3","121","Application Data"
"1991","37.535216","FioImma.local","securepubads.g.doubleclick.net","TCP","54","54838  >  443 [ACK] Seq=2307 Ack=1480 Win=131072 Len=0"
"1992","37.536561","FioImma.local","securepubads.g.doubleclick.net","TLSv1.3","128","Change Cipher Spec, Application Data"
"1993","37.536853","FioImma.local","securepubads.g.doubleclick.net","TLSv1.3","146","Application Data"
"1994","37.537107","FioImma.local","securepubads.g.doubleclick.net","TLSv1.3","1188","Application Data"
"1995","37.537171","FioImma.local","securepubads.g.doubleclick.net","TLSv1.3","767","Application Data"
